id,date,store_nbr,family,sales,onpromotion
1147,2024-04-05,2,HOUSEHOLD,11.14,3
1148,2024-04-05,3,GROCERY,261.1,0
1149,2024-04-05,3,PRODUCE,179.61,3
1150,2024-04-05,3,DAIRY,143.58,3
1151,2024-04-05,3,HOUSEHOLD,80.4,0
1152,2024-04-06,1,GROCERY,200.72,0
1153,2024-04-06,1,PRODUCE,83.62,0
1154,2024-04-06,1,DAIRY,93.53,3
1155,2024-04-06,1,HOUSEHOLD,16.92,3
1156,2024-04-06,2,GROCERY,233.62,0
1157,2024-04-06,2,PRODUCE,190.54,3
1158,2024-04-06,2,DAIRY,128.66,3
1159,2024-04-06,2,HOUSEHOLD,36.41,0
1160,2024-04-06,3,GROCERY,331.68,3
1161,2024-04-06,3,PRODUCE,230.31,3
1162,2024-04-06,3,DAIRY,114.95,0
1163,2024-04-06,3,HOUSEHOLD,25.23,0
1164,2024-04-07,1,GROCERY,206.29,0
1165,2024-04-07,1,PRODUCE,125.26,3
1166,2024-04-07,1,DAIRY,84.82,3
1167,2024-04-07,1,HOUSEHOLD,59.44,0
1168,2024-04-07,2,GROCERY,339.45,3
1169,2024-04-07,2,PRODUCE,174.0,3
1170,2024-04-07,2,DAIRY,109.53,0
1171,2024-04-07,2,HOUSEHOLD,64.42,0
1172,2024-04-07,3,GROCERY,362.85,3
1173,2024-04-07,3,PRODUCE,228.72,0
1174,2024-04-07,3,DAIRY,164.15,0
1175,2024-04-07,3,HOUSEHOLD,61.63,0
1176,2024-04-08,1,GROCERY,221.38,3
1177,2024-04-08,1,PRODUCE,157.63,3
1178,2024-04-08,1,DAIRY,68.57,0
1179,2024-04-08,1,HOUSEHOLD,12.93,0
1180,2024-04-08,2,GROCERY,284.95,3
1181,2024-04-08,2,PRODUCE,44.32,0
1182,2024-04-08,2,DAIRY,117.97,0
1183,2024-04-08,2,HOUSEHOLD,61.58,0
1184,2024-04-08,3,GROCERY,258.81,0
1185,2024-04-08,3,PRODUCE,143.49,0
1186,2024-04-08,3,DAIRY,138.71,0
1187,2024-04-08,3,HOUSEHOLD,23.6,0
1188,2024-04-09,1,GROCERY,181.14,3
1189,2024-04-09,1,PRODUCE,74.12,0
1190,2024-04-09,1,DAIRY,69.63,0
1191,2024-04-09,1,HOUSEHOLD,15.22,0
1192,2024-04-09,2,GROCERY,218.29,0
1193,2024-04-09,2,PRODUCE,125.55,0
1194,2024-04-09,2,DAIRY,76.22,0
1195,2024-04-09,2,HOUSEHOLD,78.42,0
1196,2024-04-09,3,GROCERY,210.99,0
1197,2024-04-09,3,PRODUCE,68.86,0
1198,2024-04-09,3,DAIRY,112.69,0
1199,2024-04-09,3,HOUSEHOLD,43.63,0
1200,2024-04-10,1,GROCERY,184.3,0
1201,2024-04-10,1,PRODUCE,73.36,0
1202,2024-04-10,1,DAIRY,59.52,0
1203,2024-04-10,1,HOUSEHOLD,22.01,0
1204,2024-04-10,2,GROCERY,196.9,0
1205,2024-04-10,2,PRODUCE,144.19,0
1206,2024-04-10,2,DAIRY,81.65,0
1207,2024-04-10,2,HOUSEHOLD,59.18,0
1208,2024-04-10,3,GROCERY,271.39,0
1209,2024-04-10,3,PRODUCE,199.45,0
1210,2024-04-10,3,DAIRY,122.75,0
1211,2024-04-10,3,HOUSEHOLD,70.56,0
1212,2024-04-11,1,GROCERY,191.86,0
1213,2024-04-11,1,PRODUCE,77.41,0
1214,2024-04-11,1,DAIRY,69.73,0
1215,2024-04-11,1,HOUSEHOLD,0,0
1216,2024-04-11,2,GROCERY,222.18,0
1217,2024-04-11,2,PRODUCE,87.12,0
1218,2024-04-11,2,DAIRY,95.91,0
1219,2024-04-11,2,HOUSEHOLD,53.85,0
1220,2024-04-11,3,GROCERY,212.53,0
1221,2024-04-11,3,PRODUCE,83.78,0
1222,2024-04-11,3,DAIRY,99.06,0
1223,2024-04-11,3,HOUSEHOLD,35.29,0
1224,2024-04-12,1,GROCERY,179.29,0
1225,2024-04-12,1,PRODUCE,52.52,0
1226,2024-04-12,1,DAIRY,73.86,0
1227,2024-04-12,1,HOUSEHOLD,2.44,0
1228,2024-04-12,2,GROCERY,159.27,0
1229,2024-04-12,2,PRODUCE,153.56,0
1230,2024-04-12,2,DAIRY,68.48,0
1231,2024-04-12,2,HOUSEHOLD,28.91,0
1232,2024-04-12,3,GROCERY,210.71,0
1233,2024-04-12,3,PRODUCE,61.56,0
1234,2024-04-12,3,DAIRY,98.19,0
1235,2024-04-12,3,HOUSEHOLD,34.41,3
1236,2024-04-13,1,GROCERY,235.98,0
1237,2024-04-13,1,PRODUCE,138.36,0
1238,2024-04-13,1,DAIRY,83.82,0
1239,2024-04-13,1,HOUSEHOLD,58.15,0
1240,2024-04-13,2,GROCERY,292.56,0
1241,2024-04-13,2,PRODUCE,166.91,0
1242,2024-04-13,2,DAIRY,99.64,0
1243,2024-04-13,2,HOUSEHOLD,70.44,3
1244,2024-04-13,3,GROCERY,369.61,0
1245,2024-04-13,3,PRODUCE,214.15,0
1246,2024-04-13,3,DAIRY,201.04,3
1247,2024-04-13,3,HOUSEHOLD,80.55,3
1248,2024-04-14,1,GROCERY,232.77,0
1249,2024-04-14,1,PRODUCE,66.18,0
1250,2024-04-14,1,DAIRY,70.38,0
1251,2024-04-14,1,HOUSEHOLD,35.96,3
1252,2024-04-14,2,GROCERY,206.47,0
1253,2024-04-14,2,PRODUCE,109.42,0
1254,2024-04-14,2,DAIRY,149.25,3
1255,2024-04-14,2,HOUSEHOLD,28.65,3
1256,2024-04-14,3,GROCERY,324.66,0
1257,2024-04-14,3,PRODUCE,93.47,3
1258,2024-04-14,3,DAIRY,139.01,3
1259,2024-04-14,3,HOUSEHOLD,92.73,0
1260,2024-04-15,1,GROCERY,180.58,0
1261,2024-04-15,1,PRODUCE,109.24,0
1262,2024-04-15,1,DAIRY,115.12,3
1263,2024-04-15,1,HOUSEHOLD,52.82,3
1264,2024-04-15,2,GROCERY,192.67,0
1265,2024-04-15,2,PRODUCE,219.22,3
1266,2024-04-15,2,DAIRY,95.74,3
1267,2024-04-15,2,HOUSEHOLD,41.46,0
1268,2024-04-15,3,GROCERY,305.93,3
1269,2024-04-15,3,PRODUCE,242.47,3
1270,2024-04-15,3,DAIRY,84.48,0
1271,2024-04-15,3,HOUSEHOLD,61.78,0
1272,2024-04-16,1,GROCERY,187.4,0
1273,2024-04-16,1,PRODUCE,155.69,3
1274,2024-04-16,1,DAIRY,84.82,3
1275,2024-04-16,1,HOUSEHOLD,53.2,0
1276,2024-04-16,2,GROCERY,236.51,3
1277,2024-04-16,2,PRODUCE,209.57,3
1278,2024-04-16,2,DAIRY,95.48,0
1279,2024-04-16,2,HOUSEHOLD,9.64,0
1280,2024-04-16,3,GROCERY,320.56,3
1281,2024-04-16,3,PRODUCE,151.63,0
1282,2024-04-16,3,DAIRY,99.32,0
1283,2024-04-16,3,HOUSEHOLD,29.47,0
1284,2024-04-17,1,GROCERY,205.63,3
1285,2024-04-17,1,PRODUCE,49.77,3
1286,2024-04-17,1,DAIRY,95.89,0
1287,2024-04-17,1,HOUSEHOLD,13.02,0
1288,2024-04-17,2,GROCERY,238.25,3
1289,2024-04-17,2,PRODUCE,174.68,0
1290,2024-04-17,2,DAIRY,99.32,0
1291,2024-04-17,2,HOUSEHOLD,58.54,0
1292,2024-04-17,3,GROCERY,301.25,0
1293,2024-04-17,3,PRODUCE,123.91,0
1294,2024-04-17,3,DAIRY,86.19,0
1295,2024-04-17,3,HOUSEHOLD,72.57,0
1296,2024-04-18,1,GROCERY,232.14,3
1297,2024-04-18,1,PRODUCE,85.27,0
1298,2024-04-18,1,DAIRY,56.81,0
1299,2024-04-18,1,HOUSEHOLD,57.74,0
1300,2024-04-18,2,GROCERY,230.73,0
1301,2024-04-18,2,PRODUCE,54.03,0
1302,2024-04-18,2,DAIRY,102.55,0
1303,2024-04-18,2,HOUSEHOLD,8.71,0
1304,2024-04-18,3,GROCERY,240.29,0
1305,2024-04-18,3,PRODUCE,78.03,0
1306,2024-04-18,3,DAIRY,94.07,0
1307,2024-04-18,3,HOUSEHOLD,26.86,0
1308,2024-04-19,1,GROCERY,163.71,0
1309,2024-04-19,1,PRODUCE,126.62,0
1310,2024-04-19,1,DAIRY,77.54,0
1311,2024-04-19,1,HOUSEHOLD,46.24,0
1312,2024-04-19,2,GROCERY,244.3,0
1313,2024-04-19,2,PRODUCE,102.1,0
1314,2024-04-19,2,DAIRY,91.29,0
1315,2024-04-19,2,HOUSEHOLD,54.43,0
1316,2024-04-19,3,GROCERY,307.53,0
1317,2024-04-19,3,PRODUCE,192.81,0
1318,2024-04-19,3,DAIRY,132.8,0
1319,2024-04-19,3,HOUSEHOLD,77.45,0
1320,2024-04-20,1,GROCERY,239.14,0
1321,2024-04-20,1,PRODUCE,33.73,0
1322,2024-04-20,1,DAIRY,102.45,0
1323,2024-04-20,1,HOUSEHOLD,46.1,0
1324,2024-04-20,2,GROCERY,261.07,0
1325,2024-04-20,2,PRODUCE,113.71,0
1326,2024-04-20,2,DAIRY,99.8,0
1327,2024-04-20,2,HOUSEHOLD,61.98,0
1328,2024-04-20,3,GROCERY,337.44,0
1329,2024-04-20,3,PRODUCE,68.27,0
1330,2024-04-20,3,DAIRY,132.74,0
1331,2024-04-20,3,HOUSEHOLD,41.22,0
1332,2024-04-21,1,GROCERY,188.15,0
1333,2024-04-21,1,PRODUCE,136.52,0
1334,2024-04-21,1,DAIRY,83.26,0
1335,2024-04-21,1,HOUSEHOLD,26.33,0
1336,2024-04-21,2,GROCERY,235.62,0
1337,2024-04-21,2,PRODUCE,160.44,0
1338,2024-04-21,2,DAIRY,107.96,0
1339,2024-04-21,2,HOUSEHOLD,20.17,0
1340,2024-04-21,3,GROCERY,275.81,0
1341,2024-04-21,3,PRODUCE,157.99,0
1342,2024-04-21,3,DAIRY,137.14,0
1343,2024-04-21,3,HOUSEHOLD,22.69,3
1344,2024-04-22,1,GROCERY,187.49,0
1345,2024-04-22,1,PRODUCE,65.97,0
1346,2024-04-22,1,DAIRY,110.04,0
1347,2024-04-22,1,HOUSEHOLD,16.62,0
1348,2024-04-22,2,GROCERY,195.95,0
1349,2024-04-22,2,PRODUCE,129.6,0
1350,2024-04-22,2,DAIRY,75.55,0
1351,2024-04-22,2,HOUSEHOLD,55.13,3
1352,2024-04-22,3,GROCERY,311.14,0
1353,2024-04-22,3,PRODUCE,120.1,0
1354,2024-04-22,3,DAIRY,131.9,3
1355,2024-04-22,3,HOUSEHOLD,32.02,3
1356,2024-04-23,1,GROCERY,177.25,0
1357,2024-04-23,1,PRODUCE,154.87,0
1358,2024-04-23,1,DAIRY,85.74,0
1359,2024-04-23,1,HOUSEHOLD,15.59,3
1360,2024-04-23,2,GROCERY,256.83,0
1361,2024-04-23,2,PRODUCE,176.3,0
1362,2024-04-23,2,DAIRY,117.81,3
1363,2024-04-23,2,HOUSEHOLD,24.17,3
1364,2024-04-23,3,GROCERY,258.05,0
1365,2024-04-23,3,PRODUCE,116.38,3
1366,2024-04-23,3,DAIRY,138.79,3
1367,2024-04-23,3,HOUSEHOLD,41.12,0
1368,2024-04-24,1,GROCERY,129.81,0
1369,2024-04-24,1,PRODUCE,135.06,0
1370,2024-04-24,1,DAIRY,91.75,3
1371,2024-04-24,1,HOUSEHOLD,49.46,3
1372,2024-04-24,2,GROCERY,213.27,0
1373,2024-04-24,2,PRODUCE,155.44,3
1374,2024-04-24,2,DAIRY,130.17,3
1375,2024-04-24,2,HOUSEHOLD,51.15,0
1376,2024-04-24,3,GROCERY,318.1,3
1377,2024-04-24,3,PRODUCE,390.45,3
1378,2024-04-24,3,DAIRY,103.51,0
1379,2024-04-24,3,HOUSEHOLD,54.46,0
1380,2024-04-25,1,GROCERY,214.47,0
1381,2024-04-25,1,PRODUCE,80.24,3
1382,2024-04-25,1,DAIRY,72.13,3
1383,2024-04-25,1,HOUSEHOLD,7.33,0
1384,2024-04-25,2,GROCERY,277.04,3
1385,2024-04-25,2,PRODUCE,180.85,3
1386,2024-04-25,2,DAIRY,102.47,0
1387,2024-04-25,2,HOUSEHOLD,10.78,0
1388,2024-04-25,3,GROCERY,344.85,3
1389,2024-04-25,3,PRODUCE,210.68,0
1390,2024-04-25,3,DAIRY,104.97,0
1391,2024-04-25,3,HOUSEHOLD,50.75,0
1392,2024-04-26,1,GROCERY,230.48,3
1393,2024-04-26,1,PRODUCE,135.83,3
1394,2024-04-26,1,DAIRY,82.58,0
1395,2024-04-26,1,HOUSEHOLD,13.91,0
1396,2024-04-26,2,GROCERY,255.11,3
1397,2024-04-26,2,PRODUCE,62.13,0
1398,2024-04-26,2,DAIRY,100.76,0
1399,2024-04-26,2,HOUSEHOLD,54.53,0
1400,2024-04-26,3,GROCERY,253.58,0
1401,2024-04-26,3,PRODUCE,159.49,0
1402,2024-04-26,3,DAIRY,76.97,0
1403,2024-04-26,3,HOUSEHOLD,73.44,0
1404,2024-04-27,1,GROCERY,241.67,3
1405,2024-04-27,1,PRODUCE,124.65,0
1406,2024-04-27,1,DAIRY,106.75,0
1407,2024-04-27,1,HOUSEHOLD,24.22,0
1408,2024-04-27,2,GROCERY,298.23,0
1409,2024-04-27,2,PRODUCE,152.06,0
1410,2024-04-27,2,DAIRY,109.2,0
1411,2024-04-27,2,HOUSEHOLD,66.21,0
1412,2024-04-27,3,GROCERY,262.06,0
1413,2024-04-27,3,PRODUCE,211.9,0
1414,2024-04-27,3,DAIRY,129.83,0
1415,2024-04-27,3,HOUSEHOLD,94.08,0
1416,2024-04-28,1,GROCERY,207.96,0
1417,2024-04-28,1,PRODUCE,101.38,0
1418,2024-04-28,1,DAIRY,94.88,0
1419,2024-04-28,1,HOUSEHOLD,40.16,0
1420,2024-04-28,2,GROCERY,224.2,0
1421,2024-04-28,2,PRODUCE,133.73,0
1422,2024-04-28,2,DAIRY,133.55,0
1423,2024-04-28,2,HOUSEHOLD,48.14,0
1424,2024-04-28,3,GROCERY,276.2,0
1425,2024-04-28,3,PRODUCE,220.41,0
1426,2024-04-28,3,DAIRY,85.63,0
1427,2024-04-28,3,HOUSEHOLD,0,0
1428,2024-04-29,1,GROCERY,177.98,0
1429,2024-04-29,1,PRODUCE,106.08,0
1430,2024-04-29,1,DAIRY,77.14,0
1431,2024-04-29,1,HOUSEHOLD,17.62,0
1432,2024-04-29,2,GROCERY,213.7,0
1433,2024-04-29,2,PRODUCE,53.26,0
1434,2024-04-29,2,DAIRY,94.27,0
1435,2024-04-29,2,HOUSEHOLD,4.72,0
1436,2024-04-29,3,GROCERY,252.6,0
1437,2024-04-29,3,PRODUCE,157.84,0
1438,2024-04-29,3,DAIRY,73.28,0
1439,2024-04-29,3,HOUSEHOLD,35.64,0
